epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,10095.7,1.27315,0.73842,0.87074,0.55806,0.43725,0.43257,0.25727,1.21638,0.82659,0.86804,0.035052,0.035052,0.035052
44,10329.6,1.27011,0.73707,0.86969,0.55793,0.4366,0.43292,0.25761,1.2163,0.82694,0.86795,0.034458,0.034458,0.034458
45,10564.2,1.27222,0.735,0.86951,0.55915,0.43592,0.4324,0.25737,1.21618,0.82672,0.86779,0.033864,0.033864,0.033864
46,10797.9,1.26323,0.72921,0.86866,0.5593,0.4376,0.4319,0.25686,1.21634,0.82701,0.86779,0.03327,0.03327,0.03327
47,11031.5,1.2606,0.72515,0.86783,0.55589,0.43896,0.43184,0.25681,1.21691,0.82738,0.86788,0.032676,0.032676,0.032676
48,11265,1.2579,0.72283,0.86732,0.55345,0.43943,0.43215,0.25693,1.21696,0.82696,0.86794,0.032082,0.032082,0.032082
49,11498.8,1.25588,0.71946,0.86624,0.55756,0.43753,0.43193,0.2568,1.21671,0.82687,0.8679,0.031488,0.031488,0.031488
50,11732.9,1.25044,0.71589,0.8653,0.55278,0.43853,0.43146,0.25649,1.21717,0.82727,0.86798,0.030894,0.030894,0.030894
51,11966.7,1.24782,0.71052,0.86464,0.55359,0.43881,0.43172,0.25679,1.21726,0.82697,0.86793,0.0303,0.0303,0.0303
52,12201.3,1.24408,0.70808,0.8637,0.55557,0.43729,0.4312,0.25622,1.21731,0.82745,0.86797,0.029706,0.029706,0.029706
53,12435.1,1.23825,0.70227,0.86369,0.55159,0.43916,0.43078,0.25652,1.21732,0.82842,0.86793,0.029112,0.029112,0.029112
54,12668.6,1.23416,0.69856,0.86242,0.55265,0.43831,0.4306,0.25597,1.21772,0.8288,0.86797,0.028518,0.028518,0.028518
55,12902.3,1.23238,0.69566,0.86089,0.55949,0.43399,0.43008,0.25575,1.21824,0.82912,0.86813,0.027924,0.027924,0.027924
56,13135.9,1.22554,0.69289,0.86208,0.55957,0.43474,0.42953,0.25548,1.21884,0.82994,0.86815,0.02733,0.02733,0.02733
57,13369.6,1.22753,0.69157,0.86079,0.55857,0.43547,0.42898,0.2554,1.21861,0.83042,0.86822,0.026736,0.026736,0.026736
58,13603.8,1.22264,0.68628,0.85959,0.55906,0.43613,0.42909,0.25538,1.21976,0.83079,0.86841,0.026142,0.026142,0.026142
59,13837.4,1.21737,0.68191,0.85841,0.55709,0.43695,0.42851,0.25483,1.21972,0.8313,0.86843,0.025548,0.025548,0.025548
60,14071.1,1.21367,0.67768,0.85686,0.56217,0.43312,0.42779,0.25449,1.22017,0.83195,0.86856,0.024954,0.024954,0.024954
61,14305.1,1.20768,0.67429,0.8567,0.56026,0.43222,0.4276,0.25451,1.22094,0.83236,0.86879,0.02436,0.02436,0.02436
62,14539.2,1.20388,0.67059,0.85621,0.55793,0.43478,0.42744,0.25458,1.22144,0.83302,0.869,0.023766,0.023766,0.023766
63,14773.2,1.20247,0.66869,0.85509,0.5608,0.43272,0.42713,0.2539,1.22232,0.83383,0.8691,0.023172,0.023172,0.023172
64,15006.5,1.19463,0.66172,0.85392,0.55671,0.43371,0.42692,0.25337,1.22302,0.83518,0.86912,0.022578,0.022578,0.022578
65,15241.1,1.19657,0.66171,0.85339,0.56093,0.43195,0.42697,0.25326,1.22338,0.83608,0.86928,0.021984,0.021984,0.021984
66,15474.7,1.18907,0.65717,0.85353,0.55889,0.43434,0.42629,0.25292,1.22447,0.83691,0.8694,0.02139,0.02139,0.02139
67,15708.5,1.18306,0.65232,0.85208,0.55464,0.43691,0.42636,0.25279,1.22565,0.83822,0.86963,0.020796,0.020796,0.020796
68,15942.3,1.18208,0.65001,0.85167,0.55437,0.43636,0.42587,0.25246,1.22632,0.83915,0.86966,0.020202,0.020202,0.020202
69,16176.4,1.18056,0.64833,0.84997,0.55456,0.43486,0.42473,0.25193,1.22737,0.84064,0.86988,0.019608,0.019608,0.019608
70,16410.1,1.17306,0.64209,0.84934,0.55257,0.43435,0.42373,0.25128,1.22857,0.84203,0.87003,0.019014,0.019014,0.019014
71,16643.3,1.16601,0.6357,0.84871,0.55164,0.43447,0.42319,0.25095,1.22952,0.84392,0.87035,0.01842,0.01842,0.01842
72,16877.5,1.16337,0.63279,0.84734,0.55237,0.43333,0.42291,0.25049,1.23055,0.84613,0.87051,0.017826,0.017826,0.017826
73,17111.4,1.15795,0.62903,0.84688,0.5519,0.42987,0.42231,0.25007,1.23256,0.84853,0.87085,0.017232,0.017232,0.017232
74,17345.7,1.15813,0.62685,0.84496,0.55398,0.42769,0.42131,0.24951,1.23388,0.85033,0.87116,0.016638,0.016638,0.016638
75,17579.1,1.14965,0.62232,0.84474,0.56289,0.42211,0.42071,0.24909,1.23532,0.85211,0.87132,0.016044,0.016044,0.016044
76,17813.1,1.1434,0.61696,0.84357,0.56822,0.41919,0.42003,0.2488,1.23712,0.85404,0.87171,0.01545,0.01545,0.01545
77,18046.6,1.13562,0.61156,0.84229,0.56549,0.4211,0.41951,0.24846,1.23854,0.85599,0.87196,0.014856,0.014856,0.014856
78,18280.5,1.13452,0.60905,0.84193,0.56319,0.4215,0.41943,0.24857,1.24028,0.85832,0.87214,0.014262,0.014262,0.014262
79,18513.9,1.12774,0.60423,0.84085,0.56938,0.4195,0.41887,0.24817,1.2416,0.85997,0.87231,0.013668,0.013668,0.013668
80,18748.6,1.12217,0.60088,0.83954,0.56111,0.42224,0.41811,0.24767,1.24339,0.86257,0.87257,0.013074,0.013074,0.013074
81,18981.9,1.11377,0.59387,0.83862,0.55818,0.42379,0.41738,0.24726,1.24493,0.865,0.87278,0.01248,0.01248,0.01248
82,19216.4,1.10464,0.5868,0.83687,0.55752,0.42323,0.41665,0.24672,1.24661,0.86776,0.87298,0.011886,0.011886,0.011886
83,19450.4,1.10383,0.58519,0.836,0.55878,0.42263,0.41598,0.24653,1.24831,0.87043,0.87321,0.011292,0.011292,0.011292
84,19684.3,1.09544,0.57935,0.83498,0.55577,0.42218,0.41523,0.24615,1.25013,0.87262,0.8737,0.010698,0.010698,0.010698
85,19918.2,1.08912,0.57378,0.83375,0.56079,0.42058,0.41447,0.24557,1.25194,0.87574,0.87395,0.010104,0.010104,0.010104
86,20152.2,1.08234,0.56865,0.83233,0.5584,0.42013,0.41365,0.24501,1.25366,0.87846,0.87422,0.00951,0.00951,0.00951
87,20386.7,1.07999,0.56593,0.83116,0.55929,0.41869,0.41307,0.24414,1.2556,0.8813,0.8745,0.008916,0.008916,0.008916
88,20620.6,1.06841,0.55866,0.83026,0.55921,0.41789,0.41236,0.24349,1.2579,0.88496,0.8748,0.008322,0.008322,0.008322
89,20853.9,1.06398,0.55499,0.82886,0.559,0.41604,0.41089,0.24263,1.25984,0.88852,0.87494,0.007728,0.007728,0.007728
90,21087.3,1.0556,0.54944,0.82761,0.56074,0.41451,0.41023,0.24198,1.26162,0.89186,0.87519,0.007134,0.007134,0.007134
91,21315.9,1.01876,0.52309,0.83039,0.55872,0.41524,0.40884,0.24122,1.26351,0.89519,0.87542,0.00654,0.00654,0.00654
92,21541.9,1.00384,0.51245,0.8266,0.55622,0.41498,0.40797,0.24061,1.26557,0.89848,0.87564,0.005946,0.005946,0.005946
93,21767.4,0.99006,0.50243,0.82453,0.5585,0.41306,0.40685,0.23988,1.26769,0.90196,0.87591,0.005352,0.005352,0.005352
94,21995.3,0.98128,0.49629,0.82227,0.55754,0.4119,0.40511,0.23899,1.26947,0.9061,0.87609,0.004758,0.004758,0.004758
