epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,2808.32,1.27092,0.78284,0.87383,0.55335,0.42471,0.42278,0.24786,1.24565,0.8339,0.87399,0.027924,0.027924,0.027924
56,2859.36,1.28074,0.78712,0.87361,0.5556,0.4223,0.42432,0.24877,1.24221,0.83384,0.87368,0.02733,0.02733,0.02733
57,2909.76,1.26052,0.76728,0.87116,0.55196,0.43063,0.4262,0.25094,1.24201,0.8313,0.87301,0.026736,0.026736,0.026736
58,2961.28,1.27114,0.77303,0.87318,0.53932,0.43004,0.42445,0.25077,1.23996,0.83175,0.8734,0.026142,0.026142,0.026142
59,3011.85,1.27034,0.77239,0.8728,0.53785,0.43736,0.42853,0.25126,1.24174,0.8272,0.87332,0.025548,0.025548,0.025548
60,3062.78,1.26514,0.76626,0.87067,0.55745,0.42514,0.42586,0.25139,1.23761,0.82829,0.87192,0.024954,0.024954,0.024954
61,3114.77,1.26143,0.76265,0.87247,0.54757,0.43078,0.42988,0.25317,1.23477,0.82583,0.87109,0.02436,0.02436,0.02436
62,3166.4,1.26225,0.76027,0.86859,0.5554,0.43251,0.42968,0.25344,1.23903,0.82571,0.87201,0.023766,0.023766,0.023766
63,3217.36,1.25981,0.75811,0.86814,0.55268,0.42834,0.4283,0.25272,1.2371,0.82669,0.87176,0.023172,0.023172,0.023172
64,3267.83,1.25637,0.75403,0.86647,0.55503,0.43161,0.42933,0.25306,1.23685,0.82873,0.87128,0.022578,0.022578,0.022578
65,3318.81,1.2526,0.75764,0.86713,0.54948,0.4338,0.42786,0.25305,1.23409,0.82719,0.87116,0.021984,0.021984,0.021984
66,3369.38,1.25506,0.74868,0.86808,0.53864,0.43739,0.42787,0.25273,1.23464,0.82814,0.87099,0.02139,0.02139,0.02139
67,3420.12,1.24082,0.73864,0.86453,0.54617,0.4319,0.42673,0.25251,1.23482,0.82837,0.8714,0.020796,0.020796,0.020796
68,3470.64,1.24023,0.73806,0.86496,0.53616,0.43688,0.4283,0.2541,1.23036,0.82364,0.87015,0.020202,0.020202,0.020202
69,3521.49,1.23813,0.73252,0.86567,0.55723,0.43148,0.42936,0.254,1.23409,0.82847,0.87109,0.019608,0.019608,0.019608
70,3572.27,1.23409,0.72655,0.86565,0.5499,0.43474,0.4285,0.25358,1.23199,0.82759,0.87094,0.019014,0.019014,0.019014
71,3622.63,1.22684,0.72315,0.86353,0.56283,0.43283,0.42848,0.25396,1.23471,0.82973,0.87074,0.01842,0.01842,0.01842
72,3673.53,1.22413,0.72198,0.86268,0.56494,0.4349,0.43044,0.25453,1.23228,0.8256,0.8714,0.017826,0.017826,0.017826
73,3724.44,1.22044,0.71477,0.86124,0.5588,0.43686,0.42823,0.25298,1.23127,0.82662,0.87143,0.017232,0.017232,0.017232
74,3774.89,1.22762,0.71801,0.86136,0.55206,0.43735,0.42892,0.25302,1.23112,0.82786,0.8707,0.016638,0.016638,0.016638
75,3825.32,1.21603,0.70609,0.85981,0.55893,0.43626,0.42921,0.25397,1.22863,0.82578,0.87008,0.016044,0.016044,0.016044
76,3875.79,1.2219,0.70966,0.86381,0.56563,0.43317,0.43069,0.25471,1.22886,0.82594,0.87041,0.01545,0.01545,0.01545
77,3926.42,1.20798,0.70127,0.86041,0.56355,0.43597,0.43131,0.25488,1.22891,0.82521,0.87025,0.014856,0.014856,0.014856
78,3977.59,1.20798,0.69938,0.85773,0.55843,0.438,0.43052,0.25542,1.23042,0.8257,0.87048,0.014262,0.014262,0.014262
79,4028.39,1.19695,0.68738,0.85627,0.55984,0.43241,0.42877,0.25412,1.23129,0.8274,0.87033,0.013668,0.013668,0.013668
80,4079.15,1.21134,0.69275,0.85584,0.55505,0.43254,0.42933,0.25364,1.23125,0.82977,0.87027,0.013074,0.013074,0.013074
81,4129.51,1.1975,0.68274,0.85698,0.56221,0.42747,0.4297,0.2543,1.2294,0.82912,0.87034,0.01248,0.01248,0.01248
82,4180.22,1.19481,0.68081,0.85599,0.55517,0.43139,0.42756,0.25284,1.23025,0.83048,0.87018,0.011886,0.011886,0.011886
83,4230.83,1.19136,0.68032,0.85623,0.55721,0.43026,0.42872,0.25395,1.22969,0.83094,0.87009,0.011292,0.011292,0.011292
84,4281.26,1.18223,0.67162,0.85532,0.55947,0.43136,0.42813,0.25362,1.22952,0.83118,0.86979,0.010698,0.010698,0.010698
85,4331.84,1.19275,0.67396,0.85357,0.56667,0.42925,0.4283,0.25357,1.23123,0.83286,0.87021,0.010104,0.010104,0.010104
86,4382.05,1.17949,0.66473,0.85277,0.56396,0.4281,0.4271,0.25376,1.232,0.83254,0.87035,0.00951,0.00951,0.00951
87,4432.42,1.17634,0.66411,0.85171,0.55483,0.43595,0.42687,0.25379,1.23127,0.83373,0.87034,0.008916,0.008916,0.008916
88,4483.03,1.17023,0.65455,0.85021,0.55472,0.43444,0.42584,0.25352,1.23118,0.83495,0.87046,0.008322,0.008322,0.008322
89,4533.42,1.172,0.6537,0.85112,0.5545,0.43576,0.42615,0.25309,1.23114,0.83626,0.87047,0.007728,0.007728,0.007728
90,4584.46,1.17261,0.65425,0.85026,0.56031,0.43066,0.42515,0.2524,1.23081,0.83663,0.87057,0.007134,0.007134,0.007134
91,4638.04,1.13146,0.62883,0.85562,0.55946,0.43024,0.42539,0.25232,1.2316,0.83715,0.87054,0.00654,0.00654,0.00654
92,4687.19,1.12115,0.61405,0.85422,0.55858,0.4325,0.42527,0.25163,1.23237,0.83758,0.87044,0.005946,0.005946,0.005946
93,4736,1.1158,0.60957,0.85128,0.55725,0.43047,0.42449,0.25096,1.23302,0.83886,0.87059,0.005352,0.005352,0.005352
94,4785.05,1.11032,0.60282,0.85059,0.55288,0.43174,0.42342,0.25009,1.23343,0.84042,0.87073,0.004758,0.004758,0.004758
95,4833.79,1.10438,0.59767,0.85008,0.55179,0.43035,0.42194,0.24913,1.2353,0.84288,0.87109,0.004164,0.004164,0.004164
96,4882.51,1.10067,0.59454,0.84885,0.54989,0.43315,0.42133,0.2491,1.23638,0.84423,0.87123,0.00357,0.00357,0.00357
97,4931.47,1.0953,0.58935,0.84805,0.55189,0.42983,0.42064,0.24839,1.23712,0.84617,0.87138,0.002976,0.002976,0.002976
98,4980.69,1.09715,0.58883,0.84592,0.55177,0.42982,0.4203,0.24789,1.23808,0.84731,0.87161,0.002382,0.002382,0.002382
99,5029.26,1.08869,0.58308,0.84654,0.55416,0.42768,0.42019,0.24721,1.23883,0.84886,0.8716,0.001788,0.001788,0.001788
100,5078.24,1.08278,0.57596,0.84517,0.55769,0.42468,0.41988,0.24681,1.23984,0.85049,0.87175,0.001194,0.001194,0.001194
