epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,1710.91,1.5722,1.1086,0.919,0.41566,0.31951,0.29003,0.16149,1.46179,1.04618,0.9045,0.034458,0.034458,0.034458
45,1749.4,1.56034,1.09714,0.91373,0.4069,0.32027,0.28764,0.16073,1.46822,1.0474,0.90387,0.033864,0.033864,0.033864
46,1786.96,1.55173,1.09227,0.91773,0.4123,0.31626,0.29114,0.1621,1.45506,1.04136,0.90263,0.03327,0.03327,0.03327
47,1825.93,1.54833,1.09418,0.9136,0.42084,0.31397,0.28813,0.16034,1.4577,1.04489,0.90202,0.032676,0.032676,0.032676
48,1864.88,1.55956,1.09648,0.91625,0.42297,0.31565,0.29286,0.1642,1.45083,1.03755,0.9016,0.032082,0.032082,0.032082
49,1903.79,1.55292,1.0866,0.91348,0.42982,0.32231,0.29741,0.16564,1.45267,1.03381,0.90207,0.031488,0.031488,0.031488
50,1943.03,1.54346,1.08365,0.9121,0.42317,0.31999,0.29246,0.16385,1.45266,1.03664,0.90077,0.030894,0.030894,0.030894
51,1981.7,1.53663,1.08015,0.91248,0.42966,0.32587,0.30242,0.16865,1.44024,1.02438,0.89878,0.0303,0.0303,0.0303
52,2020.86,1.55497,1.08426,0.91267,0.43766,0.32147,0.30026,0.16772,1.44707,1.03003,0.90012,0.029706,0.029706,0.029706
53,2059.71,1.53776,1.07867,0.91234,0.42322,0.32288,0.29881,0.16744,1.44759,1.0302,0.89957,0.029112,0.029112,0.029112
54,2096.24,1.54687,1.07901,0.90939,0.43775,0.32645,0.30295,0.16966,1.44537,1.02452,0.90053,0.028518,0.028518,0.028518
55,2135.76,1.52955,1.06484,0.91124,0.41917,0.33095,0.30337,0.17077,1.4379,1.02228,0.89854,0.027924,0.027924,0.027924
56,2174.55,1.53535,1.06527,0.90912,0.42884,0.32805,0.30257,0.16865,1.43488,1.02358,0.89737,0.02733,0.02733,0.02733
57,2213.22,1.53515,1.06586,0.91042,0.41733,0.3328,0.30475,0.17107,1.43772,1.01878,0.89679,0.026736,0.026736,0.026736
58,2251.61,1.52877,1.06584,0.90904,0.43231,0.32962,0.30711,0.17168,1.4313,1.01885,0.89714,0.026142,0.026142,0.026142
59,2290.82,1.52091,1.05953,0.90806,0.42127,0.33028,0.30453,0.17099,1.43047,1.01705,0.89639,0.025548,0.025548,0.025548
60,2329.31,1.52759,1.05945,0.90872,0.43256,0.32736,0.3044,0.17174,1.43313,1.01603,0.89761,0.024954,0.024954,0.024954
61,2366.99,1.51694,1.05153,0.90654,0.43169,0.32983,0.3042,0.17134,1.42942,1.01411,0.89742,0.02436,0.02436,0.02436
62,2406.28,1.51735,1.05001,0.90512,0.4347,0.32935,0.30582,0.17247,1.42794,1.00998,0.89563,0.023766,0.023766,0.023766
63,2445.06,1.5271,1.05924,0.90738,0.42681,0.33493,0.3075,0.17415,1.43066,1.01037,0.89617,0.023172,0.023172,0.023172
64,2482.36,1.50948,1.04726,0.9046,0.43934,0.33388,0.30963,0.17411,1.42658,1.00727,0.89491,0.022578,0.022578,0.022578
65,2520.36,1.52007,1.05115,0.90501,0.43384,0.33232,0.31227,0.17603,1.42344,1.00686,0.89463,0.021984,0.021984,0.021984
66,2559.04,1.50907,1.04329,0.9047,0.43368,0.32907,0.30899,0.17473,1.42462,1.00827,0.89479,0.02139,0.02139,0.02139
67,2596.55,1.50526,1.03357,0.90224,0.43523,0.33371,0.31187,0.17605,1.42482,1.00448,0.8949,0.020796,0.020796,0.020796
68,2635.52,1.48803,1.02341,0.89972,0.432,0.33651,0.31308,0.17648,1.42534,1.00437,0.89407,0.020202,0.020202,0.020202
69,2674.37,1.49568,1.02858,0.90087,0.44248,0.33712,0.31542,0.17807,1.41866,1.001,0.89305,0.019608,0.019608,0.019608
70,2712.19,1.48977,1.02572,0.90378,0.44242,0.3316,0.31571,0.17916,1.41822,0.9989,0.89358,0.019014,0.019014,0.019014
71,2750.37,1.49038,1.02692,0.90042,0.44,0.33586,0.31246,0.17663,1.41762,0.99934,0.89321,0.01842,0.01842,0.01842
72,2788.04,1.48398,1.01316,0.89809,0.44576,0.33704,0.31409,0.17814,1.41391,0.99631,0.8922,0.017826,0.017826,0.017826
73,2825.26,1.48902,1.01942,0.90001,0.44049,0.33381,0.31329,0.17723,1.41426,0.996,0.89245,0.017232,0.017232,0.017232
74,2863.66,1.47899,1.01208,0.89842,0.44051,0.33967,0.31485,0.17846,1.41376,0.99507,0.89216,0.016638,0.016638,0.016638
75,2901.65,1.4796,1.01429,0.89922,0.43651,0.33984,0.31695,0.17978,1.413,0.99439,0.89204,0.016044,0.016044,0.016044
76,2940.27,1.47761,1.00942,0.89737,0.43656,0.34064,0.31712,0.17974,1.41187,0.99265,0.89129,0.01545,0.01545,0.01545
77,2977.85,1.47791,1.00653,0.89811,0.43358,0.3379,0.31671,0.17962,1.41138,0.99242,0.89084,0.014856,0.014856,0.014856
78,3015.84,1.47114,1.00248,0.89757,0.43789,0.33854,0.31682,0.17971,1.41375,0.99167,0.8913,0.014262,0.014262,0.014262
79,3054.39,1.4753,1.00375,0.89563,0.44134,0.33965,0.31912,0.18036,1.41285,0.99094,0.89136,0.013668,0.013668,0.013668
80,3092.29,1.47414,1.00057,0.89551,0.43786,0.34038,0.31951,0.18096,1.41024,0.98971,0.89139,0.013074,0.013074,0.013074
81,3131.24,1.48095,1.00348,0.89422,0.4408,0.33958,0.31858,0.1806,1.41007,0.98889,0.89038,0.01248,0.01248,0.01248
82,3169.74,1.47219,0.99321,0.89596,0.43901,0.34101,0.31806,0.1801,1.40974,0.9894,0.89042,0.011886,0.011886,0.011886
83,3208.88,1.47134,0.99867,0.89603,0.44515,0.33959,0.31913,0.1805,1.40841,0.98748,0.88997,0.011292,0.011292,0.011292
84,3247.79,1.46562,0.98677,0.89459,0.44918,0.33707,0.31945,0.18061,1.4074,0.98685,0.88996,0.010698,0.010698,0.010698
85,3285.33,1.4592,0.98589,0.89356,0.44911,0.33909,0.31891,0.18015,1.40784,0.98689,0.88987,0.010104,0.010104,0.010104
86,3322.68,1.46123,0.98838,0.89299,0.4507,0.33478,0.31852,0.18012,1.40829,0.9862,0.88946,0.00951,0.00951,0.00951
87,3361.06,1.45399,0.97971,0.89338,0.44017,0.34009,0.3196,0.18112,1.40675,0.98452,0.88956,0.008916,0.008916,0.008916
88,3399.83,1.44546,0.97624,0.89165,0.44009,0.34198,0.32067,0.18205,1.4051,0.98298,0.88926,0.008322,0.008322,0.008322
89,3438.65,1.44668,0.96875,0.89074,0.43706,0.3413,0.31976,0.18159,1.40595,0.98501,0.88927,0.007728,0.007728,0.007728
90,3476.13,1.44538,0.96661,0.88887,0.43701,0.34488,0.32012,0.18136,1.4057,0.98492,0.88948,0.007134,0.007134,0.007134
91,3519.68,1.39452,0.93859,0.89412,0.43768,0.34544,0.32007,0.18187,1.40646,0.98474,0.88965,0.00654,0.00654,0.00654
92,3556.13,1.37941,0.92151,0.89118,0.44155,0.34368,0.31927,0.18139,1.40626,0.98415,0.88949,0.005946,0.005946,0.005946
93,3592.04,1.37993,0.91898,0.89061,0.43772,0.34359,0.31937,0.18138,1.40652,0.98384,0.88963,0.005352,0.005352,0.005352
94,3627.75,1.38016,0.91633,0.89106,0.44122,0.34173,0.31914,0.18137,1.40689,0.98435,0.88952,0.004758,0.004758,0.004758
95,3664.24,1.37475,0.91008,0.88893,0.44286,0.34152,0.3197,0.18135,1.40697,0.98475,0.88937,0.004164,0.004164,0.004164
96,3700.07,1.3707,0.90795,0.88935,0.43923,0.34307,0.31903,0.18125,1.40691,0.98464,0.88934,0.00357,0.00357,0.00357
97,3735.24,1.36178,0.8995,0.88872,0.44165,0.34247,0.31857,0.18104,1.40712,0.98478,0.88918,0.002976,0.002976,0.002976
98,3771.24,1.36469,0.89998,0.88782,0.43694,0.34376,0.31811,0.18095,1.40709,0.98491,0.88909,0.002382,0.002382,0.002382
99,3807.31,1.36287,0.89331,0.88738,0.43711,0.34396,0.31807,0.18107,1.40694,0.98508,0.88912,0.001788,0.001788,0.001788
100,3843.69,1.35789,0.88831,0.88772,0.43881,0.34213,0.31723,0.1808,1.40747,0.98487,0.88911,0.001194,0.001194,0.001194
